ID,Title,url,images,Type,Period,Materials,Measurements,Artist,Description,Illusion,Credit Line
2004.19.1.1.17,Album Leaf from Illustrations of Costumes from the Qianlong Court,https://search.museums.ualberta.ca/21-20189,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_017_ve_s21-03v01.jpg,album leaf,Qing 18th century,ink; silk; paper,sheet: 42.2 cm x 40.8 cm; image: 36.2 cm x 37.6 cm,unknown,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the right leaf of one folio (attached to 2004.19.1.16) depicting the front of a formal court robe. The Chinese script describes the pictorial content of the painting and is translated as  ""illustration of summer court robe chaopao, the second style for the Empress Dowager and Empress."" This painting is nearly identical to another leaf found in the album, 2004.19.1.1.15.","皇太后 皇后 夏朝袍二圖 Translation of the Chinese text: ""Illustration of Summer court robe chaopao, the second style for the Empress Dowager and Empress.""
On the reverse of the piece ""(51)"" is handwritten in… 

													皇太后 皇后 夏朝袍二圖 Translation of the Chinese text: ""Illustration of Summer court robe chaopao, the second style for the Empress Dowager and Empress.""
On the reverse of the piece ""(51)"" is handwritten in pencil on the upper left corner.  Below it are two markings in black ink. 
Read More +",Gift of Sandy and Cécile Mactaggart
2004.19.2.21,Album Leaf from Illustrations of Chinese Costumes,https://search.museums.ualberta.ca/21-19986,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_021_s21-10v01.jpg,album leaf,Qing 18th century,ink; paper,sheet: 17.2 cm x 28 cm; image: 10.8 cm x 16.8 cm,unknown,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains an ink and watercolour depiction of a male figure being pushed in a rear-powered wheeled cart or rickshaw. The passenger, labelled as a merchant, is wearing a long blue robe with cuffs covering his hands. He also wears a brown coned hat with red tassels and black boots. The porter wears a black tunic over short pants with sandals and a straw hat.",,Gift of Sandy and Cécile Mactaggart
2005.5.356,Embroidered Purple Silk Robe for a Woman,https://search.museums.ualberta.ca/21-19578,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_356_ve_s21-03v01.jpg,robe,Qing 19th century,purple silk plain weave embroidered with silk,overall: 142.7 cm x 131.6 cm; neck to hem: 142.7 cm; cuff to cuff: x 131.6 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.72.8,Album Leaf from Figures in River Landscapes,https://search.museums.ualberta.ca/21-20442,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_072_008_s21-03v01.jpg,album leaf,Qing 18th century,ink and colour on paper,,Wang Gai,"This is the eighth leaf from the Figures in River Landscape  album by Wang Gai (1677-1705), which is painted with ink and colour on paper. Each leaf contains a landscape, which was painted in situ by Wang Gai. Repeating themes throughout the album include figures immersed in the natural environment, which reflects the literati’s yearning and nostalgia.
This leaf contains a scenic and tranquil landscape of several mountain ranges, cliffs, a river, a cottage and blooming trees and mosses. On the right side of the scene, there is a man standing on a bridge observing the landscape around him.",,Gift of Sandy and Cécile Mactaggart
2005.5.145.1,Red Silk Cut Velvet Hanging,https://search.museums.ualberta.ca/21-20880,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_145_001_re_s21-03v01.jpg,hanging,Qing 19th century,silk; silk velvet brocade,overall: 198 cm x 177.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.592,Front and Back Panels of a Rank Badge for a Third Rank Military Official,https://search.museums.ualberta.ca/21-19814,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_592_002_re_s23-03v01.jpg,rank badge,Qing 19th century,silk and metal-wrapped thread tapestry weave with ink,,unknown,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. This pair of rank badges features a leopard rendered in tapestry weave with details painted with ink, representing a third rank military official. The leopard is identified by its spots, which look like geometric marks throughout its body, and green eyebrows, which are typical in the late Qing dynasty.
The front badge is made into two separate panels to accommodate the front opening of a surcoat, while the back badge is made in one piece. The patterns on the front and back badges are identical. The leopard is positioned in the center of the badge, surrounded by clouds, small white flowers, bats, and other auspicious symbols. Select details are highlighted with metal-wrapped threads, including the standing water waves below the leopard. The position of the sun on the right side of the badge indicates that the wearer was a woman, likely the spouse of a military official. The border features show characters and bats, which are symbols of luck.",,Gift of Sandy and Cécile Mactaggart
2004.19.1.1.32,Album Leaf from Illustrations of Costumes from the Qianlong Court,https://search.museums.ualberta.ca/21-20240,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_032_s21-03v01.jpg,album leaf,Qing 18th century,ink; silk; paper,sheet: 42.2 cm x 81.7 cm; image: 12.5 cm x 12.5 cm,unknown,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left leaf of one folio (attached to 2004.19.1.33) and it contains seven columns of regular script calligraphy describing the regulations of a winter court robe (chaopao) the first style for the empress dowager and empress.","龍九 間以五色雲 中無襞積 下幅八寶平水 披領行龍二 袖端正龍各一 袖相接處行龍各二 領後垂明黃縧 其飾珠寶惟宜 餘俱如前 皇貴妃同 Translation of the Chinese text:… 

													龍九 間以五色雲 中無襞積 下幅八寶平水 披領行龍二 袖端正龍各一 袖相接處行龍各二 領後垂明黃縧 其飾珠寶惟宜 餘俱如前 皇貴妃同 Translation of the Chinese text: ""[continuing from the right leaf, 2004.19.1.1.33]...include nine golden dragons spaced by five-colour clouds. The middle [of the robe] does not have pleats. The lower part is decorated with ""eight treasures and level waters"" [babao, pingshui]. There are two moving dragons embroidered on the flared shoulder collar, one front-facing dragon on each cuff, and each sleeve has two moving dragons at the joint place. The back of the collar attaches a hanging with bright yellow ribbons adorned with pearls and gems as fitting. The first-rank imperial consort will have the same design.""
(Translated and transcribed by Lisa Claypool, Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 103; Modified by Isabel Pi-fen Chueh)
On the reverse of the piece ""(36)"" is handwritten in pencil on the upper right corner 
Read More +",Gift of Sandy and Cécile Mactaggart
2005.5.621.6.1.2,Insole,https://search.museums.ualberta.ca/21-21047,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_032_s21-03v01.jpg,insole,Qing 19th century,"felt, cork",overall: 26.4 cm x 7.9 cm x .4 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.1.1.10,Album Leaf from Illustrations of Costumes from the Qianlong Court,https://search.museums.ualberta.ca/21-20155,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_010_s21-03v01.jpg,album leaf,Qing 18th century,ink; silk; paper,sheet: 42.2 cm x 40.8 cm; image: 34.2 cm x 31.6 cm,unknown,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left leaf of one folio (attached to 2004.19.1.11) and it contains eight columns of regular script calligraphy describing the regulations for a jeweled collar (lingyue) for the empress dowager and empress.","皇太后 皇后領約 謹按 本朝定制 皇太后 皇后領約 縷金為之 飾東珠十一 間以珊瑚 兩端垂明黃縧二 中各貫珊瑚 末墜綠松石各二 Translation of the Chinese text: ""Jeweled collar… 

													皇太后 皇后領約 謹按 本朝定制 皇太后 皇后領約 縷金為之 飾東珠十一 間以珊瑚 兩端垂明黃縧二 中各貫珊瑚 末墜綠松石各二 Translation of the Chinese text: ""Jeweled collar lingyue for the Empress Dowager and Empress/In accordance with the decree of the present dynasty: The jeweled collar lingyue of the Empress Dowager and Empress is engraved gold decorated with eleven eastern pearls spaced by coral. There are two bright yellow dangling bands: at the centre which are strung with coral beads, and the ends are adorned with two green turquoise stones.""
 (Translated and transcribed by Lisa Claypool, Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 104)
On the reverse ""(58)"" is handwritten in pencil on the upper left corner. 
Read More +",Gift of Sandy and Cécile Mactaggart
2005.5.518,Silk Brocade Yardage,https://search.museums.ualberta.ca/21-19740,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_518_ve_g01_s23-01v01.jpg,yardage,Qing 20th century,gold wrapped silk thread; silk brocade,overall: 73.5 cm x 409 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.587.1,Front Panel of a Rank Badge for a Ninth Rank Civil Official,https://search.museums.ualberta.ca/21-20679,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_587_001_ve_s19-12v01.jpg,rank badge,Qing 19th-20th centuries,gold wrapped silk thread; linen; silk; silver wrapped silk thread; embroidery,,unknown,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials, while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. 
This rank badge features a flycatcher, representing a ninth rank civil official. In the Ming Dynasty, the birds on rank badges were often presented in pairs in an upper and lower position. Later, in the Qing Dynasty, only one bird or beast was seen on rank badges. The bird perches on rocks, surrounded with bamboo and cherry blossoms. The badge is adorned with counted stitch embroidery on silk gauze.",,Gift of Sandy and Cécile Mactaggart
2010.20.1.5.2,"Magnificent Record of the Southern Tours, volumes 26, chapters 63-65",https://search.museums.ualberta.ca/21-23704,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_005_002_s20-02v01.jpg,book,,"printed woodblock, thread binding",overall: 29.8 cm x 20.5 cm,Gao Jin,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 26, Chapter 63-65. Sidian [Sacrificial rites]. Woodblock printed, thread binding.",,Gift of Sandy and Cécile Mactaggart
2005.5.568.1,Front Panel of a Rank Badge for a Fifth Rank Civil Official,https://search.museums.ualberta.ca/21-20714,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_568_001_ve_s19-12v01.jpg,rank badge,Qing 19th century,gold wrapped silk thread; ink; tapestry weave; linen; silk; silver wrapped silk thread,,unknown,"Qing Period (1644-1911), Fifth Rank Civil Official (Silver Pheasant)

(source: John E. Vollmer & Jacqueline Simcox, ""Emblems of Empire: Selections from the Mactaggart Art Collection,"" (The University of Alberta Press and University of Alberta Museums, Edmonton, Alberta, 2009), p. 74.)",,Gift of Sandy and Cécile Mactaggart
2005.5.639.1,Embroidered Silk Chair Cover,https://search.museums.ualberta.ca/21-20809,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_639_001_re_m01_s20-02v01.jpg,chair cover,Qing 17th-18th centuries,silk floss; silk twill; metallic thread; embroidery,overall: 136.5 cm x 51.9 cm,unknown,(bird looking right),,Gift of Sandy and Cécile Mactaggart
2005.5.621.4,Collar,https://search.museums.ualberta.ca/21-21038,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_621_004_ve_s19-12v01.jpg,collar,Qing 19th century,brass; cotton; paper; silk; silk damask; silk satin,overall: 66 cm x 30.8 cm,unknown,"This late Qing collar, made from a light blue silk damask with a floral pattern, was designed to be worn as a part of an official’s attire.The short  standing collar is attached to a front placket and a back yoke, with two simple frog closures at the chest. This separate collar was worn as a form of underwear that could be laundered easier than a robe or surcoat.",,Gift of Sandy and Cécile Mactaggart
2005.5.387.2,Circular Fan Cover,https://search.museums.ualberta.ca/21-21022,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_621_004_ve_s19-12v01.jpg,cover,Qing 19th century,polyester; brocade ribbon,overall:,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.542,Silk Brocade Fragmentary Banner,https://search.museums.ualberta.ca/21-19764,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_542_ve_s23-01v01.jpg,banner,Ming 16th-17th centuries,metallic thread; silk brocade; silk satin,overall: 224.3 cm x 15.2 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.347,Front and Back Panels of a Rank Badge for a First-Rank Civil Official,https://search.museums.ualberta.ca/21-19569,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_347_002_re_s19-12v01.jpg,rank badge,Qing 18th century,gold wrapped silk thread; ink; linen; silk; tapestry weave; glass; wood,overall: 44.2 cm x 90.5 cm x 1.7 cm,unknown,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. This pair of rank badges features a crane, which is identified by its red crown and white feathers. The crane is standing on a rock amidst multi-coloured waves, pink peonies, trees, and clouds. The motifs on these badges have been rendered in tapestry weave with a brilliant gold background. The front badge is made into two separate panels to accommodate the front opening of a surcoat, while the back badge is made in one piece. The patterns on the front and back badges are identical. The sun on the left side of these badges indicates that the wearer was male.",,Gift of Sandy and Cécile Mactaggart
2004.19.79.1,Rocks and Stream in Bamboo Grove,https://search.museums.ualberta.ca/21-20460,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_079_001_m01_alt_edit_s23-01v01.jpg,hanging scroll,Qing 17th century,ink on silk,,Zhu Sheng,,,Gift of Sandy and Cécile Mactaggart
2009.8.6,Embroidered Blue-Black Silk Robe for a Woman,https://search.museums.ualberta.ca/21-22443,https://media.museums.ualberta.ca/UAAC/ppt/2009/09_008_006s01v01d02.jpg,robe,,blue silk embroidered with metal-wrapped threads and silk,overall: 99 cm x 106.6 cm,unknown,,,Gift of Jean Small
2005.5.28,Red Silk Brocade Chair Cover,https://search.museums.ualberta.ca/21-19250,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_028_m01_s20-02v01.jpg,chair cover,Qing 18th century,silk brocade; linen; silk,overall: 160.8 cm x 52.9 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.1.1.36,Album Leaf from Illustrations of Costumes from the Qianlong Court,https://search.museums.ualberta.ca/21-20244,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_036_s21-03v01.jpg,album leaf,Qing 18th century,ink; silk; paper,sheet: 42.2 cm x 40.9 cm; image: 25.1 cm x 31.4 cm,unknown,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This is the left leaf of one folio (attached to 2004.19.1.37) and it contains seven columns of regular script calligraph describing the regulations of a court vest (chaogua), the third style, for the empress dowager and empress. The text on this leaf continues from the attached leaf on the right side.","無襞積 下幅八寶平水 領後垂明黃縧 其飾珠寶惟宜 緞紗單袷 各以其時 皇貴妃 皇太子妃皆同 Translation of the Chinese text: ""[continuing from the right leaf, 2004.19.1.1.37]... [of the… 

													無襞積 下幅八寶平水 領後垂明黃縧 其飾珠寶惟宜 緞紗單袷 各以其時 皇貴妃 皇太子妃皆同 Translation of the Chinese text: ""[continuing from the right leaf, 2004.19.1.1.37]... [of the vest] does not have pleats. At the bottom [of the vest] decorates with the design ""eight treasures and level waters"" [babao pingshui]. The back of the collar attaches a hanging with bright yellow ribbons adorned with pearls and gems as fitting. Satin, gauze, lined and unlined garments are worn according to the season. The court vest of the imperial consort and that of the imperial heir apparent's consort is the same.""
(Translated and transcribed by Lisa Claypool Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 103; Modified by Isabel Pi-fen Chueh)
On the reverse of the piece ""(31)"" is handwritten in pencil on the upper left corner.  Below the pencil number are two black ink markings. 
Read More +",Gift of Sandy and Cécile Mactaggart
2005.5.440,Blue Silk Tapestry Weave Uncut Platform Shoes for a Woman,https://search.museums.ualberta.ca/21-19662,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_036_s21-03v01.jpg,yardage,Qing 19th century,silk tapestry weave,,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.547,Front and Back Panels of a Rank Badge for a Fourth Rank Civil Official,https://search.museums.ualberta.ca/21-19769,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_547_002_re_s19-12v01.jpg,rank badge,Qing 19th-20th centuries,gold wrapped silk thread; linen; silk; silk floss; silver wrapped silk thread; embroidery,,unknown,"Rank badges, always made in pairs, were placed on the front and back of surcoats in order to communicate their wearer’s rank during the Ming (1368-1644) and Qing dynasties (1644-1911). Different motifs were regulated by the imperial court, including bird motifs used only for civil officials while beasts were used for military officials. The hierarchy of ranks within these categories was represented by specific birds and beasts. This pair of rank badges features a goose, which represents the fourth rank of a civil official.
The front badge is made into two separate panels to accommodate the front opening of a surcoat, while the back badge is made in one piece. The patterns on the front and back badges are identical. This rank badge pair was decorated with counted stitch embroidery made from polychrome silk floss and metal-wrapped threads. In the center of the badge is a goose standing on rocks and surrounded by waves. The bird is looking toward a red sun at the upper left corner. Blue curvilinear clouds fill the background of the top of the badge, while interlinked ruyi clouds form a line underneath the waves. The bottom shows diagonal stripes, representing standing water, woven in two-toned metal-wrapped threads. The Eight Buddhist Treasures are scattered throughout, including the parasol, canopy, endless knot and lotus in the sky, and the vase, fish, conch, and wheel in the waves. The border of the badge features black embroidery with bats (which represent fortune) and longevity characters.",,Gift of Sandy and Cécile Mactaggart
2005.5.621.5,Court Necklace and Box,https://search.museums.ualberta.ca/21-21039,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_621_005_s20-02v01.jpg,necklace and box,Qing 19th century,,,unknown,"A court necklace (chaozhu) with 108 translucent red glass beads (possibly imitating amber), large jadeite beads, opaque coral beads, and jadeite and brass pendants. Two strands of beads hang off the right side of the necklace, while the single strand hangs off the left. Each of these strands contains two groups of five coral beads on a silk cord and end in a jadeite teardrop pendant with a brass connector. A flat yellow silk cord with blue and white striped sections and a jadeite and brass pendant hangs down the back of the wearer's neck as a counterweight. This counterweight strand is connected to the rest of the necklace by a jadeite bead. Near this bead, the necklace cord is wrapped with white, blue and black silk thread and has two circular brass connectors. Court necklaces have 108 beads divided into four sets of 27 beads, which are separated by large Buddha beads (futou) (Vollmer, Dressed to Rule, p. 52). The Huangchao liqi tushi (2004.19.1.1.9) demonstrates how high ranking female members of the imperial court wore three court necklaces (two criss-crossed around her torso and one around her neck), with specific materials for each rank. This necklace was accessioned as a part of a group of garments and accessories that make up a man's court outfit during the Qing Dynasty. There is an accompanying blue cotton box (2005.5.621.5.2) that may have stored this necklace.",,Gift of Sandy and Cécile Mactaggart
2005.5.89,Embroidered Yellow Silk Banner,https://search.museums.ualberta.ca/21-19311,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_089_ve_s20-02v01.jpg,banner,Qing 19th century,yellow silk satin embroidered with silk and metal-wrapped threads,overall: 203 cm x 30 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.381.1,Embroidered Blue Silk Sleeve Band,https://search.museums.ualberta.ca/21-20846,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_089_ve_s20-02v01.jpg,sleeve band,Qing 18th century,silk floss; silk gauze; ink; cotton; linen; embroidery; cardboard,overall: 110.6 cm x 8.9 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.384.2,Embroidered Blue Silk Sleeve Band,https://search.museums.ualberta.ca/21-20848,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_089_ve_s20-02v01.jpg,sleeve band,Qing 19th century,cotton; ink; silk; silk floss; muslin; embroidery; adhesive; cardboard,overall: 101.4 cm x 9.2 cm,unknown,"One embroidered silk sleeve band attached to a piece of grey cardboard with collector's tag. Each sleeve band is embroidered with peonies and butterflies in a ""three-blue"" style, which takes inspiration from monochromatic Chinese ink paintings. This tone-on-tone embroidery style was popular during the Qing Dynasty (1644-1911) and the delicate satin stitches are meant to recreate the gradient of ink painting. Sleeve bands are the wide decorated cuffs attached to women's robes and jackets.",,Gift of Sandy and Cécile Mactaggart
2005.5.381.2,Embroidered Blue Silk Sleeve Band,https://search.museums.ualberta.ca/21-20845,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_089_ve_s20-02v01.jpg,sleeve band,Qing 18th century,silk floss; silk gauze; ink; cotton; linen; embroidery; cardboard,overall: 110.5 cm x 8.9 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.38.9,Album Leaf from Album of Figures,https://search.museums.ualberta.ca/21-20408,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_009_s21-10v01.jpg,album leaf,Qing 19th century,ink and colour on paper,,Ren Yi,"The painting is associated with the poem (2004.19.38.8).This ink and color painting depicts two figures, likely a scholar and his young attendant or student, gazing upon a towering rock amid a mountain landscape. The man grips a calligraphy brush in his right hand, poised to inscribe a proclamation on the rock. The towering cliffs contrast to the small scale of the figures, emphasizing the vastness of nature. 
The inscription on the right states, “Written by Ren Yi, also known as Ren Bonian from Shanyin, in his residence at the sea [山陰伯年任頤寫於海上庽齋東牕下并记]”, and the red seal belongs to Ren Yi.",,Gift of Sandy and Cécile Mactaggart
2005.5.284,Three Red Cut Velvet Chair Covers and Matching Table Frontal,https://search.museums.ualberta.ca/21-19506,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_009_s21-10v01.jpg,chair covers and table frontal,Qing 19th century,gold wrapped silk thread; silk; silk cut velvet,,unknown,,,Gift of Sandy and Cécile Mactaggart
2010.20.1.3.1,"Magnificent Record of the Southern Tours, volume 13, chapters 32-33",https://search.museums.ualberta.ca/21-23691,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_003_001_s20-02v01.jpg,book,,"printed woodblock, thread binding",overall: 29.8 cm x 20.5 cm,Gao Jin,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volume 13, Chapter 32-33. Tianzhang [Imperial essays]. Woodblock printed, thread binding.",,Gift of Sandy and Cécile Mactaggart
2005.5.334,Embroidered Red Silk Damask Skirt for a Woman,https://search.museums.ualberta.ca/21-19556,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_334_re_d01_s19-12v01.jpg,skirt,Qing 19th century,red silk damask embroidered with silk and metal-wrapped threads and edged with dark blue silk satin,overall: 120.5 cm x 100.8 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2005.5.621.5.1,Court Necklace,https://search.museums.ualberta.ca/21-21040,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_621_005_001_re_s20-02v01.jpg,necklace,Qing 19th century,brass; silk; jade; coral,overall: 71 cm,unknown,"A court necklace (chaozhu) with 108 translucent red glass beads (possibly imitating amber), large jadeite beads, opaque coral beads, and jadeite and brass pendants. Two strands of beads hang off the right side of the necklace, while the single strand hangs off the left. Each of these strands contains two groups of five coral beads on a silk cord and end in a jadeite teardrop pendant with a brass connector. A flat yellow silk cord with blue and white striped sections and a jadeite and brass pendant hangs down the back of the wearer's neck as a counterweight. This counterweight strand is connected to the rest of the necklace by a jadeite bead. Near this bead, the necklace cord is wrapped with white, blue and black silk thread and has two circular brass connectors. Court necklaces have 108 beads divided into four sets of 27 beads, which are separated by large Buddha beads (futou) (Vollmer, Dressed to Rule, p. 52). The Huangchao liqi tushi (2004.19.1.1.9) demonstrates how high ranking female members of the imperial court wore three court necklaces (two criss-crossed around her torso and one around her neck), with specific materials for each rank. This necklace was accessioned as a part of a group of garments and accessories that make up a man's court outfit during the Qing Dynasty. There is an accompanying blue cotton box (2005.5.621.5.2) that may have stored this necklace.",,Gift of Sandy and Cécile Mactaggart
2009.8.11.2,Bib for front of Puppet Costume,https://search.museums.ualberta.ca/21-22845,https://media.museums.ualberta.ca/UAAC/ppt/2009/09_008_011_002s01v01.jpg,bib,,"white silk satin embroidered with silk and metal-wrapped threads, trimmed with fur",overall: 57.5 cm x 29 cm x 1.4 cm,unknown,,,Gift of Jean Small
2005.5.265,Imperial Yellow Silk Bhutanese Court Costume,https://search.museums.ualberta.ca/21-19487,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_265_ve_s20-02v01.jpg,costume,Qing 19th century,yellow silk twill embroidered with silk and metal-wrapped threads and edged with fur,overall: 107 cm x 77.5 cm; neck to hem: 107 cm; cuff to cuff: x 77.5 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
2004.19.1.1.1,Album Leaf from Illustrations of Costumes from the Qianlong Court,https://search.museums.ualberta.ca/21-20145,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_001_s21-03v01.jpg,album leaf,Qing 18th century,ink; silk; paper,sheet: 42.2 cm x 40.8 cm; image: 33.7 cm x 31.1 cm,"Huang Dao; Men Yingzhao; Jiang Renshu, and others","This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This single detached album leaf depicts seven columns of regular script calligraphy describing regulations for a summer court skirt worn by the Empress Dowager and Empress.","皇太后 皇后夏朝裙  謹按 本朝定制 皇太后 皇后夏朝裙片金緣緞紗各惟其時餘俱如冬朝裙Translation of the Chinese text: ""Illustration of Summer court skirt chaoqun for the Empress Dowager… 

													皇太后 皇后夏朝裙  謹按 本朝定制 皇太后 皇后夏朝裙片金緣緞紗各惟其時餘俱如冬朝裙Translation of the Chinese text: ""Illustration of Summer court skirt chaoqun for the Empress Dowager and Empress; In accordance with the decree of the present dynasty: the summer court skirt for the Empress Dowager and the Empress has bands of gold embroidery, satin, and gauze, each appropriate to the season; everything else is like the winter skirt""  (Translated and transcribed by Lisa Claypool, Ed., China’s Imperial Modern: The Painter’s Craft, Edmonton, AB: University of Alberta Museums, 2012, p. 105)
On the reverse of the piece ""(67)"" is written in pencil at the top left corner.  Below the pencil number is a black ink marking composed of three short vertical lines and three short horizontal lines. 
Read More +",Gift of Sandy and Cécile Mactaggart
2004.19.38.25,Album Leaf from Album of Figures,https://search.museums.ualberta.ca/21-20424,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_025_s21-10v01.jpg,album leaf,Qing 19th century,ink and colour on paper,,Ren Yi,"The painting is associated with the poem (2004.19.38.24). It shows a man walking barefoot beside a dark-colored donkey. He carries a bundle on his back, wrapped in cloth and securely tied. The load is so heavy that he is bent over. His attire is simple and loose-fitting, suggesting that he is a laborer from a lower class. The horse, moving ahead of the man, is slightly turned to the side with its head lowered, either grazing or resting.
On the right side, Ren Yi wrote “the Seal of Bonian [伯年 印]” along with his red personal seal.",,Gift of Sandy and Cécile Mactaggart
2005.5.455,Embroidered Blue Silk Dragon Robe for a Child,https://search.museums.ualberta.ca/21-19677,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_455_op_s19-12v01.jpg,robe,Qing 20th century,blue silk satin embroidered with silk and metal-wrapped threads,overall: 97 cm x 126 cm,unknown,,,Gift of Sandy and Cécile Mactaggart
